a,word,level
5412,to,A1
5414,tobacco,A3
5415,today,A1
5417,toe,A2
5418,together,A1
5419,toilet,A1
5420,tolerance,A3
5421,tolerate,A3
5422,toll,A3
5423,tomato,A1
5424,tomorrow,A1
5426,ton,A1
5427,tone,A1
5428,tongue,A2
5429,tonight,A1
5431,tonne,A1
5432,too,A1
5433,tool,A1
5434,tooth,A1
5435,top,A1
5438,topic,A1
5439,torture,A3
5441,toss,A3
5442,total,A2
5445,totally,A2
5446,touch,A2
5448,tough,A1
5449,tour,A1
5451,tourism,A1
5452,tourist,A1
5453,tournament,A1
5454,towards,A1
5455,towel,A1
5456,tower,A1
5457,town,A1
5458,toxic,A3
5459,toy,A1
5461,trace,A3
5463,track,A1
5465,trade,A2
5467,trademark,A3
5468,trading,A1
5469,tradition,A1
5470,traditional,A1
5471,traffic,A1
5472,tragedy,A1
5473,tragic,A1
5474,trail,A3
5476,trailer,A3
5477,train,A1
5479,trainer,A1
5480,training,A1
5481,trait,A1
5482,transaction,A3
5483,transcript,A3
5484,transfer,A1
5486,transform,A1
5487,transformation,A3
5488,transit,A3
5489,transition,A1
5490,translate,A2
5491,translation,A2
5492,transmission,A3
5493,transmit,A1
5494,transparency,A3
5495,transparent,A3
5496,transport,A1
5498,transportation,A1
5499,trap,A1
5501,trauma,A3
5502,travel,A1
5504,traveller,A1
5505,treasure,A1
5506,treat,A2
5507,treatment,A2
5508,treaty,A3
5509,tree,A1
5510,tremendous,A3
5511,trend,A2
5512,trial,A1
5513,tribal,A3
5514,tribe,A1
5515,tribunal,A3
5516,tribute,A3
5517,trick,A2
5519,trigger,A3
5521,trillion,A1
5522,trio,A3
5523,trip,A1
5525,triumph,A3
5526,troop,A1
5527,trophy,A3
5528,tropical,A1
5529,trouble,A1
5531,troubled,A3
5532,trousers,A1
5533,truck,A1
5534,true,A1
5535,truly,A1
5536,trust,A1
5538,trustee,A3
5539,truth,A2
5540,try,A1
5542,tsunami,A1
5543,tube,A2
5544,tuesday,A1
5545,tuition,A3
5546,tune,A1
5547,tunnel,A1
5548,turn,A1
5550,turnout,A3
5551,turnover,A3
5552,tv,A1
5553,twelve,A1
5554,twenty,A1
5555,twice,A1
5556,twin,A1
5558,twist,A3
5560,two,A1
5561,type,A1
5563,typical,A1
5564,typically,A2
5565,tyre,A2
5566,ugly,A2
5567,ultimate,A1
5568,ultimately,A1
5569,umbrella,A1
5570,unable,A2
5571,unacceptable,A1
5572,uncertainty,A1
5573,uncle,A1
5574,uncomfortable,A2
5575,unconscious,A1
5576,under,A1
5578,undergo,A1
5579,undergraduate,A3
5580,underground,A1
5582,underlying,A3
5583,undermine,A3
5584,understand,A1
5585,understanding,A1
5586,undertake,A1
5587,underwear,A2
5588,undoubtedly,A3
5589,unemployed,A2
5590,unemployment,A2
5591,unexpected,A1
5592,unfair,A2
5593,unfold,A1
5594,unfortunate,A1
5595,unfortunately,A1
5596,unhappy,A1
5597,uniform,A1
5598,unify,A3
5599,union,A2
5600,unique,A1
5601,unit,A1
5602,unite,A1
5603,united,A1
5604,unity,A1
5605,universal,A1
5606,universe,A1
5607,university,A1
5608,unknown,A1
5609,unless,A2
5610,unlike,A2
5611,unlikely,A2
5612,unnecessary,A2
5613,unpleasant,A2
5614,unprecedented,A3
5615,until,A1
5617,unusual,A1
5618,unveil,A3
5619,up,A1
5621,upcoming,A3
5622,update,A2
5624,upgrade,A3
5626,uphold,A3
5627,upon,A2
5628,upper,A1
5629,upset,A2
5631,upstairs,A1
5633,upwards,A1
5634,urban,A1
5635,urge,A1
5636,urgent,A1
5637,us,A1
5638,usage,A1
5639,use,A1
5641,used,A2
5642,used to,A1
5643,useful,A1
5644,useless,A1
5645,user,A1
5646,usual,A1
5647,usually,A1
5648,utility,A3
5649,utilize,A3
5650,utterly,A3
5651,vacation,A1
5652,vacuum,A3
5653,vague,A3
5654,valid,A1
5655,validity,A3
5656,valley,A1
5657,valuable,A2
5658,value,A2
5660,van,A1
5661,vanish,A3
5662,variable,A3
5664,variation,A1
5665,varied,A3
5666,variety,A1
5667,various,A2
5668,vary,A1
5669,vast,A1
5670,vegetable,A1
5671,vehicle,A1
5672,vein,A3
5673,venture,A3
5675,venue,A1
5676,verbal,A3
5677,verdict,A3
5678,verify,A3
5679,verse,A3
5680,version,A2
5681,versus,A3
5682,vertical,A1
5683,very,A1
5685,vessel,A3
5686,veteran,A3
5687,via,A1
5688,viable,A3
5689,vibrant,A3
5690,vice,A3
5691,vicious,A3
5692,victim,A2
5693,victory,A1
5694,video,A1
5695,view,A1
5697,viewer,A2
5698,viewpoint,A1
5699,village,A1
5700,villager,A3
5701,violate,A3
5702,violation,A3
5703,violence,A1
5704,violent,A2
5705,virtual,A1
5706,virtue,A3
5707,virus,A1
5708,visa,A1
5709,visible,A1
5710,vision,A1
5711,visit,A1
5713,visitor,A1
5714,visual,A1
5715,vital,A1
5716,vitamin,A1
5717,vocal,A3
5718,voice,A1
5719,volume,A1
5720,voluntary,A1
5721,volunteer,A2
5723,vote,A2
5725,voting,A1
5726,vow,A3
5727,vulnerability,A3
5728,vulnerable,A3
5729,wage,A1
5730,wait,A1
5732,waiter,A1
5733,wake,A1
5734,walk,A1
5736,wall,A1
5737,wander,A1
5738,want,A1
5739,war,A1
5740,ward,A3
5741,warehouse,A3
5742,warfare,A3
5743,warm,A1
5745,warming,A1
5746,warn,A2
5747,warning,A2
5748,warrant,A3
5750,warrior,A3
5751,wash,A1
5753,washing,A1
5754,waste,A2
5757,watch,A1
5759,water,A1
5761,wave,A1
5763,way,A1
5765,we,A1
5766,weak,A1
5767,weaken,A3
5768,weakness,A1
5769,wealth,A1
5770,wealthy,A1
5771,weapon,A2
5772,wear,A1
5773,weather,A1
5774,weave,A3
5775,web,A1
5776,website,A1
5777,wedding,A1
5778,wednesday,A1
5779,weed,A3
5780,week,A1
5781,weekend,A1
5782,weekly,A1
5783,weigh,A2
5784,weight,A1
5785,weird,A1
5786,welcome,A1
5790,welfare,A1
5791,well,A1
5795,well-being,A3
5796,west,A1
5799,western,A2
5800,wet,A1
5801,what,A1
5803,whatever,A3
5806,whatsoever,A3
5807,wheat,A1
5808,wheel,A1
5809,when,A1
5812,whenever,A2
5813,where,A1
5815,whereas,A1
5816,whereby,A3
5817,wherever,A1
5818,whether,A2
5819,which,A1
5821,while,A1
5823,whilst,A3
5824,whip,A3
5825,whisper,A1
5827,white,A1
5829,who,A1
5830,whoever,A1
5831,whole,A1
5833,wholly,A3
5834,whom,A1
5835,whose,A1
5837,why,A1
5838,wide,A1
5839,widely,A1
5840,widen,A3
5841,widespread,A1
5842,widow,A3
5843,width,A3
5844,wife,A1
5845,wild,A1
5846,wildlife,A1
5847,will,A2
5849,willing,A1
5850,willingness,A3
5851,win,A2
5853,wind,A1
5855,window,A1
5856,wine,A1
5857,wing,A2
5858,winner,A1
5859,winter,A1
5860,wipe,A3
5861,wire,A1
5862,wisdom,A1
5863,wise,A1
5864,wish,A1
5866,wit,A3
5867,with,A1
5868,withdraw,A1
5869,withdrawal,A3
5870,within,A2
5871,without,A1
5872,witness,A1
5874,woman,A1
5875,wonder,A2
5877,wonderful,A1
5878,wood,A1
5879,wooden,A1
5880,wool,A2
5881,word,A1
5882,work,A1
5884,worker,A1
5885,workforce,A1
5886,working,A1
5887,workout,A3
5888,workplace,A1
5889,workshop,A1
5890,world,A1
5891,worldwide,A2
5893,worm,A1
5894,worried,A1
5895,worry,A2
5897,worse,A1
5900,worship,A3
5902,worst,A1
5905,worth,A2
5907,worthwhile,A3
5908,worthy,A3
5909,would,A1
5910,wound,A1
5912,wow,A1
5913,wrap,A1
5914,wrist,A1
5915,write,A1
5916,writer,A1
5917,writing,A1
5918,written,A2
5919,wrong,A1
5922,yard,A2
5923,yeah,A1
5924,year,A1
5925,yell,A3
5926,yellow,A1
5928,yes,A1
5929,yesterday,A1
5931,yet,A1
5933,yield,A3
5935,you,A1
5936,young,A1
5938,youngster,A3
5939,your,A1
5940,yours,A1
5941,yourself,A1
5942,youth,A2
5943,zero,A1
5944,zone,A1
